0	4.11997e-18
0.0439195	0.0439195
0.0342753	0.0342753
-0.000611381	-0.000611381
-0.00339095	-0.00339095
0.0230902	0.0230902
0.0358457	0.0358457
0.025284	0.025284
0.0143281	0.0143281
0.0106076	0.0106076
0.00587785	0.00587785
0.00112486	0.00112486
-0.00266509	-0.00266509
-0.0137365	-0.0137365
-0.0244593	-0.0244593
-0.0119098	-0.0119098
0.0143211	0.0143211
0.0112483	0.0112483
-0.0239737	-0.0239737
-0.0339939	-0.0339939
0.00951055	0.00951055
0.0529775	0.0529775
0.0428449	0.0428449
0.00743596	0.00743596
0.00410241	0.00410241
0.03	0.03
0.0421447	0.0421447
0.0309474	0.0309474
0.0193334	0.0193334
0.0149352	0.0149352
0.00951057	0.00951057
0.00404839	0.00404839
-0.000462291	-0.000462291
-0.0122631	-0.0122631
-0.0237211	-0.0237211
-0.0119098	-0.0119098
0.013583	0.013583
0.0097749	0.0097749
-0.0261765	-0.0261765
-0.0369174	-0.0369174
0.00587781	0.00587781
0.0486499	0.0486499
0.0378395	0.0378395
0.00177262	0.00177262
-0.00219662	-0.00219662
0.0230902	0.0230902
0.0346513	0.0346513
0.0229	0.0229
0.0107639	0.0107639
0.00587729	0.00587729
5.89488e-09	5.89488e-09
-0.00587728	-0.00587728
-0.0107639	-0.0107639
-0.0229	-0.0229
-0.0346513	-0.0346513
-0.0230902	-0.0230902
0.00219659	0.00219659
-0.00177257	-0.00177257
-0.0378395	-0.0378395
-0.0486499	-0.0486499
-0.00587791	-0.00587791
0.0369174	0.0369174
0.0261765	0.0261765
-0.00977485	-0.00977485
-0.013583	-0.013583
0.0119098	0.0119098
0.0237211	0.0237211
0.0122632	0.0122632
0.000462303	0.000462303
-0.00404838	-0.00404838
-0.00951056	-0.00951056
-0.0149352	-0.0149352
-0.0193334	-0.0193334
-0.0309473	-0.0309473
-0.0421447	-0.0421447
-0.03	-0.03
-0.00410244	-0.00410244
-0.00743592	-0.00743592
-0.0428448	-0.0428448
-0.0529775	-0.0529775
-0.00951064	-0.00951064
0.0339938	0.0339938
0.0239738	0.0239738
-0.0112482	-0.0112482
-0.0143212	-0.0143212
0.0119098	0.0119098
0.0244593	0.0244593
0.0137366	0.0137366
0.0026651	0.0026651
-0.00112486	-0.00112486
-0.00587784	-0.00587784
-0.0106076	-0.0106076
-0.0143281	-0.0143281
-0.025284	-0.025284
-0.0358457	-0.0358457
-0.0230902	-0.0230902
0.00339092	0.00339092
0.000611423	0.000611423
-0.0342753	-0.0342753
-0.0439196	-0.0439196
-9.75334e-08	-9.75334e-08
0.0439195	0.0439195
0.0342754	0.0342754
-0.000611338	-0.000611338
-0.00339099	-0.00339099
0.0230901	0.0230901
0.0358457	0.0358457
0.025284	0.025284
0.0143281	0.0143281
0.0106077	0.0106077
0.00587786	0.00587786
0.00112487	0.00112487
-0.00266508	-0.00266508
-0.0137365	-0.0137365
-0.0244593	-0.0244593
-0.0119099	-0.0119099
0.0143211	0.0143211
0.0112483	0.0112483
-0.0239736	-0.0239736
-0.0339939	-0.0339939
0.00951045	0.00951045
0.0529774	0.0529774
0.0428449	0.0428449
0.00743601	0.00743601
0.00410238	0.00410238
0.0299999	0.0299999
0.0421447	0.0421447
0.0309474	0.0309474
0.0193335	0.0193335
0.0149352	0.0149352
0.00951058	0.00951058
0.00404839	0.00404839
-0.000462279	-0.000462279
-0.0122631	-0.0122631
-0.0237211	-0.0237211
-0.0119099	-0.0119099
0.0135829	0.0135829
0.00977494	0.00977494
-0.0261764	-0.0261764
-0.0369174	-0.0369174
0.00587772	0.00587772
0.0486499	0.0486499
0.0378396	0.0378396
0.00177266	0.00177266
-0.00219665	-0.00219665
0.0230901	0.0230901
0.0346513	0.0346513
0.0229001	0.0229001
0.0107639	0.0107639
0.0058773	0.0058773
1.76846e-08	1.76846e-08
-0.00587727	-0.00587727
-0.0107639	-0.0107639
-0.0229	-0.0229
-0.0346513	-0.0346513
-0.0230902	-0.0230902
0.00219656	0.00219656
-0.00177253	-0.00177253
-0.0378394	-0.0378394
-0.04865	-0.04865
-0.00587801	-0.00587801
0.0369173	0.0369173
0.0261766	0.0261766
-0.00977481	-0.00977481
